model,prompt_len,out_len,batch,rep,status,prompt_tokens_total,output_tokens_total,ttft_ms,prefill_ms,prefill_tok_s,itl_p50_ms,itl_p95_ms,itl_p99_ms,tpot_ms,decode_tok_s,e2e_ms,last_token_logits,prefill_tflops,decode_bytes_per_step_mb,kv_share_of_step_bytes,decode_est_gbps,decode_pct_peak_bw,energy_j_per_out_token,avg_power_w,decode_gpu_util_pct,decode_sm_clock_mhz,peak_mem_gb
Qwen/Qwen2.5-7B-Instruct,512,32,32,1,ok,16384.0,1024.0,1168.9721639995696,1168.9721639995696,14015.731515747224,30.408783999519073,31.221915499827446,32.74184010033423,30.57557706453677,1046.5869518163684,2116.8150530002094,False,213.47687271816667,16200.117248,0.05980723529143683,529.8384790516278,34.0732140869214,0.6188212890625,298.1294065345882,72.0,1390.0,21.326082048
Qwen/Qwen2.5-7B-Instruct,512,32,32,2,ok,16384.0,1024.0,1169.7144130002926,1169.7144130002926,14006.837752794196,30.331674999615643,31.17984250002337,32.69381079999221,30.492234838704697,1049.4475124329508,2114.973693000138,False,213.3414097421689,16200.117248,0.05980723529143683,531.2866483448669,34.16634394500751,0.62242578125,300.1261626201996,80.7,1392.0,21.326082048
Qwen/Qwen2.5-7B-Instruct,512,256,1,0,ok,512.0,256.0,44.84027499984222,44.84027499984222,11418.306422112744,30.094008999185462,30.820672499703505,31.5863634400921,30.132061964707415,33.18724092533938,7728.516076000233,False,173.91488585463492,15267.933184,0.0024037411978237166,506.70057700939196,32.58524610992875,4.67503125,154.78679712403172,57.0,1410.0,15.47464704
Qwen/Qwen2.5-7B-Instruct,512,256,1,1,ok,512.0,256.0,44.415293999918504,44.415293999918504,11527.56075420641,29.629487999955018,30.39483829988967,30.939717539349658,29.70688572156588,33.66222933540437,7619.671152999217,False,175.57896404563502,15267.933184,0.0024037411978237166,513.9526683174386,33.051618541314376,4.63067578125,155.50863457662746,56.4,1410.0,15.47464704
Qwen/Qwen2.5-7B-Instruct,512,256,1,2,ok,512.0,256.0,44.47038199941744,44.47038199941744,11513.280906980002,29.856238000320445,30.958022099730442,31.710869099861156,29.925334466668787,33.41650203154162,7675.430670999958,False,175.36146436498248,15267.933184,0.0024037411978237166,510.2009202605777,32.81034856981207,4.6006171875,153.37832817392874,55.9,1410.0,15.47464704
Qwen/Qwen2.5-7B-Instruct,512,256,4,0,ok,2048.0,1024.0,153.81577700009075,153.81577700009075,13314.628966824332,30.1598380001451,30.738858499717026,31.880692320009988,30.232894588234736,132.3062199130816,7863.2038969999485,False,202.79821642180175,15378.033664,0.009546125545534467,508.6523759449891,32.71076372636586,1.2311337890625,160.2529162530571,57.6,1409.0,16.047075328
Qwen/Qwen2.5-7B-Instruct,512,256,4,1,ok,2048.0,1024.0,154.07272500033287,154.07272500033287,13292.424080872039,30.23325100002694,30.937323500165803,31.345849620374793,30.32837898039111,131.88967345027606,7887.8093650000665,False,202.46000862959104,15378.033664,0.009546125545534467,507.05095956307804,32.60777875003718,1.2152626953125,157.69465582888876,57.6,1409.0,16.047075328
Qwen/Qwen2.5-7B-Instruct,512,256,4,2,ok,2048.0,1024.0,154.04510900043533,154.04510900043533,13294.807042489174,30.915641999854415,31.80297570015682,32.26631430001362,30.98789222352863,129.08267432797064,8055.957626000236,False,202.49630407326887,15378.033664,0.009546125545534467,496.2594278136703,31.913789570010955,1.233701171875,156.73674322440294,56.3,1409.0,16.047075328
Qwen/Qwen2.5-7B-Instruct,512,256,16,0,ok,8192.0,4096.0,589.5350310001959,589.5350310001959,13895.696725776552,30.666655999993964,31.334430999959295,32.26800737986196,30.71903551372445,520.8496859496655,8422.88908699993,False,211.6485948611365,15818.435584,0.037121405393207296,514.9392003838383,33.115061117931724,0.377862060546875,183.63255865310956,63.1,1408.0,18.306379776
Qwen/Qwen2.5-7B-Instruct,512,256,16,1,ok,8192.0,4096.0,590.9344049996434,590.9344049996434,13862.790744101188,30.654954000056023,31.436099399797968,32.59850608035777,30.766186396078197,520.0514549973453,8436.311935999584,False,211.14739618635556,15818.435584,0.037121405393207296,514.1500275775614,33.06431045514864,0.377884033203125,183.37501996920787,62.3,1409.0,18.306379776
Qwen/Qwen2.5-7B-Instruct,512,256,16,2,ok,8192.0,4096.0,589.4943090006564,589.4943090006564,13896.656634204892,30.674343000100635,31.376900200029922,31.974906420164192,30.738396964703746,520.5216140051956,8427.785535000112,False,211.66321545009026,15818.435584,0.037121405393207296,514.6148513263062,33.09420265764027,0.378916259765625,184.05702604031598,62.8,1408.0,18.306379776
Qwen/Qwen2.5-7B-Instruct,512,256,32,0,ok,16384.0,8192.0,1167.7921440004866,1167.7921440004866,14029.894004830001,30.259803000262764,30.94138260012187,31.66004511967913,30.300684819606733,1056.0817417332325,8894.466773000204,False,213.6925848895863,16405.638144,0.07158545798046345,541.4279657925211,34.81851870048367,0.2312174072265625,212.76637523957848,67.4,1407.0,21.326082048
Qwen/Qwen2.5-7B-Instruct,512,256,32,1,ok,16384.0,8192.0,1169.0616890000456,1169.0616890000456,14014.658211932358,30.05866000057722,30.583881900474807,31.171571920149294,30.112773247057312,1062.6719677214423,8847.81886699966,False,213.46052497765692,16405.638144,0.07158545798046345,544.806617756576,35.03579535412064,0.23038623046875,213.1219801584194,67.7,1408.0,21.326082048
Qwen/Qwen2.5-7B-Instruct,512,256,32,2,ok,16384.0,8192.0,1169.0890999998373,1169.0890999998373,14014.329617821499,30.002432000401313,30.717796699900646,31.97250464003446,30.1165132156872,1062.5400015872929,8848.799970000073,False,213.4555200841841,16405.638144,0.07158545798046345,544.7389618614473,35.031444492697574,0.2308489990234375,213.52942105929836,67.2,1408.0,21.326082048
Qwen/Qwen2.5-7B-Instruct,2048,32,1,0,ok,2048.0,32.0,163.59979899971222,163.59979899971222,12518.352788462793,29.827398999259458,30.182083999989118,30.850116400233674,29.884286225810243,33.46240202773615,1090.0126719998298,False,190.669948397717,15349.59104,0.007710825369325325,513.6341863418166,33.031137385325835,6.73228125,196.8840554161995,69.8,1403.0,16.047075328
Qwen/Qwen2.5-7B-Instruct,2048,32,1,1,ok,2048.0,32.0,158.40250499968533,158.40250499968533,12929.088463620372,29.906832999586186,30.274163999820303,30.370816399772593,29.943603096780276,33.396114581398734,1086.6542009998739,False,196.92595917731202,15349.59104,0.007710825369325325,512.6167011494513,32.965704253984,6.71590625,197.13283066867916,63.1,1407.0,16.047075328
Qwen/Qwen2.5-7B-Instruct,2048,32,1,2,ok,2048.0,32.0,157.90550099973188,157.90550099973188,12969.782477707837,29.712857000049553,30.174860499755596,30.220079599894234,29.771156064505764,33.589558894968,1080.8113389994105,False,197.54577918856015,15349.59104,0.007710825369325325,515.585992251753,33.15665545027351,6.67165625,196.88171812293828,63.7,1405.0,16.047075328
Qwen/Qwen2.5-7B-Instruct,2048,32,4,0,ok,8192.0,128.0,606.2938129998656,606.2938129998656,13511.600851519519,31.05120899999747,31.573589000345237,32.58043510031712,31.11515348386855,128.55472501762765,1570.8635709997907,False,205.7983410967706,15704.665088,0.030145950986356973,504.7272254704443,32.458342473983556,3.05471875,248.25342549582163,73.6,1401.0,18.306379776
Qwen/Qwen2.5-7B-Instruct,2048,32,4,1,ok,8192.0,128.0,602.2181409998666,602.2181409998666,13603.044216500637,31.103739000172936,31.92865949949919,32.39301859975967,31.23262403225395,128.0712115597203,1570.429485999739,False,207.19113629729668,15704.665088,0.030145950986356973,502.82887123995033,32.33626181607398,3.0617578125,248.63456195886553,72.5,1395.0,18.306379776
Qwen/Qwen2.5-7B-Instruct,2048,32,4,2,ok,8192.0,128.0,601.9583520001106,601.9583520001106,13608.914923732955,31.085560999599693,32.03527000005124,32.315247999940766,31.229767645175254,128.0829254142071,1570.0811490005435,False,207.2805544071678,15704.665088,0.030145950986356973,502.8748617803515,32.33921940709656,3.1948671875,259.7750199797171,71.2,1395.0,18.306379776
Qwen/Qwen2.5-7B-Instruct,2048,32,16,0,ok,32768.0,512.0,2402.903267000511,2402.903267000511,13636.836925567772,30.673504999867873,31.091995999759092,32.22232219959551,30.69857538708499,521.196824225637,3354.5591040001455,False,207.70584092361048,17124.96128,0.11058292191361963,557.8422146326874,35.874097404031346,2.204490234375,335.34681579105944,79.5,1392.0,27.366273024
Qwen/Qwen2.5-7B-Instruct,2048,32,16,1,ok,32768.0,512.0,2393.595634000121,2393.595634000121,13689.864542925692,30.526997000379197,31.19732449977164,31.937839799957146,30.638900032265095,522.2119587567041,3343.401535000339,False,208.51351692029647,17124.96128,0.11058292191361963,558.9287233538447,35.94396934751413,2.217294921875,338.6537479663363,78.7,1403.0,27.366273024
Qwen/Qwen2.5-7B-Instruct,2048,32,16,2,ok,32768.0,512.0,2396.5607520003687,2396.5607520003687,13672.926911053311,31.150005999734276,32.70152950017291,35.45975129954968,31.40943761290175,509.4010340837123,3370.253318000323,False,208.2555359023735,17124.96128,0.11058292191361963,545.2170615422209,35.062190452875946,2.205392578125,334.1521632373772,77.8,1388.0,27.366273024
Qwen/Qwen2.5-7B-Instruct,2048,32,32,0,ok,65536.0,1024.0,5107.469229000344,5107.469229000344,12831.403785633182,30.3646509992177,30.931144000078348,32.023799299622624,30.48161738708234,1049.8130592493142,6052.399367999897,False,195.43810108401473,19018.689536,0.19914392654818924,623.9396451469088,40.12473602230925,2.076791015625,350.49399024145345,89.9,1389.0,39.446654976
Qwen/Qwen2.5-7B-Instruct,2048,32,32,1,ok,65536.0,1024.0,5351.3363109996135,5351.3363109996135,12246.660682732921,30.66331700028968,32.59102799984248,32.6650276001601,30.874810580650276,1036.4436055861959,6308.455438999772,False,186.53174262456406,19018.689536,0.19914392654818924,615.9937236317592,39.61374428500059,2.094126953125,339.1431859901107,87.8,1392.0,39.446654976
Qwen/Qwen2.5-7B-Instruct,2048,32,32,2,ok,65536.0,1024.0,5324.4703690006645,5324.4703690006645,12308.454260832008,29.706324000471795,30.04990799990992,31.00542199999836,29.77553893546311,1074.7076675709645,6247.512076000021,False,187.47293501197797,19018.689536,0.19914392654818924,638.7353584840897,41.07622884142056,2.1004228515625,343.46790029976285,90.7,1388.0,39.446654976
Qwen/Qwen2.5-7B-Instruct,2048,256,1,0,ok,2048.0,256.0,159.23137099980522,159.23137099980522,12861.787141194089,29.91372999986197,30.593838399909146,31.106216860098357,30.00239107842907,33.33067679125661,7809.841095999218,False,195.90087705261394,15356.013568,0.008125842260261251,511.82632503715905,32.91487620817743,5.02578515625,164.6638281193519,61.1,1408.0,16.047075328
Qwen/Qwen2.5-7B-Instruct,2048,256,1,1,ok,2048.0,256.0,159.2200340001,159.2200340001,12862.702943517234,29.91192100034823,30.648809100330254,31.371742120209095,29.963212713725323,33.37425827978478,7799.839276000057,False,195.9148258512017,15356.013568,0.008125842260261251,512.4955629663115,32.95791401712614,4.92848046875,161.66666892054639,57.1,1409.0,16.047075328
Qwen/Qwen2.5-7B-Instruct,2048,256,1,2,ok,2048.0,256.0,157.49104299993633,157.49104299993633,13003.914133712531,30.06434800045099,30.664441900353268,31.533114400263006,30.12224429411635,33.198057562906286,7838.663337999606,False,198.06564639466265,15356.013568,0.008125842260261251,509.78982236723397,32.78391140625298,4.9453984375,161.40447622198118,56.9,1409.0,16.047075328
Qwen/Qwen2.5-7B-Instruct,2048,256,4,0,ok,8192.0,1024.0,600.543385000492,600.543385000492,13640.97949391831,30.70005100016715,31.25090370012913,32.54755193984238,30.72600398038904,130.18289011981548,8435.674399999698,False,207.76893734747537,15730.3552,0.03172987320718601,511.955775636817,32.92320100558309,1.4751630859375,178.9801105148129,60.3,1408.0,18.306379776
Qwen/Qwen2.5-7B-Instruct,2048,256,4,1,ok,8192.0,1024.0,602.5532180001392,602.5532180001392,13595.479627822862,30.63166199990519,31.477736000124423,32.19208732045445,30.701455407841994,130.28698303919137,8431.424346999847,False,207.07591828441483,15730.3552,0.03172987320718601,512.3651302857139,32.94952606338996,1.4755986328125,179.11950757627108,59.6,1410.0,18.306379776
Qwen/Qwen2.5-7B-Instruct,2048,256,4,2,ok,8192.0,1024.0,602.7355080004781,602.7355080004781,13591.367840889674,30.90450499985309,31.79112640027597,32.41733084027146,31.032549976468243,128.8969164001402,8516.03575199988,False,207.0132906994904,15730.3552,0.03172987320718601,506.89856978972773,32.59797876461271,1.48400390625,178.35053856805104,59.7,1409.0,18.306379776
Qwen/Qwen2.5-7B-Instruct,2048,256,16,0,ok,32768.0,4096.0,2387.0398499993826,2387.0398499993826,13727.46248874248,30.54764199987403,31.605085199953464,32.19006395964243,30.653297470588072,521.9666828781486,10203.630704999341,False,209.0861799942557,17227.721728,0.11588814444077833,562.0185477444979,36.14267188067511,0.603795654296875,242.11280031867193,73.1,1408.0,27.366273024
Qwen/Qwen2.5-7B-Instruct,2048,256,16,1,ok,32768.0,4096.0,2395.3003090000493,2395.3003090000493,13680.121810563056,30.91740500076412,31.51995900007023,32.314757560070575,30.911958576471793,517.5990372922594,10277.849746000356,False,208.36512309339068,17227.721728,0.11588814444077833,557.3157613219836,35.84024188565811,0.604580322265625,240.7342903608795,72.5,1407.0,27.366273024
Qwen/Qwen2.5-7B-Instruct,2048,256,16,2,ok,32768.0,4096.0,2402.719712000362,2402.719712000362,13637.878707341733,30.93398100008926,31.590871600110404,31.8655568401482,30.93258489019468,517.2538944545769,10290.528859000005,False,207.72170854456985,17227.721728,0.11588814444077833,556.9441347742334,35.81634307229797,0.60359912109375,240.0448519317604,72.5,1409.0,27.366273024
Qwen/Qwen2.5-7B-Instruct,2048,256,32,0,ok,65536.0,8192.0,5085.973284999454,5085.973284999454,12885.635910296967,30.123692999950435,30.91557890011245,31.476615160263467,30.195153200000668,1059.7727320025417,12785.737350999625,False,196.26412321215548,19224.210432,0.20770566479824937,636.6654378160127,40.94311497209085,0.454246826171875,290.7685615256192,87.6,1408.0,39.446654976
Qwen/Qwen2.5-7B-Instruct,2048,256,32,1,ok,65536.0,8192.0,5348.209710999981,5348.209710999981,12253.820164382898,29.811440999765182,30.75188970024101,31.413594519672188,29.932422894118787,1069.0748327723065,12980.977549000272,False,186.6407903579059,19224.210432,0.20770566479824937,642.2537360240635,41.30249106264074,0.4581083984375,288.81404762010527,88.2,1408.0,39.446654976
Qwen/Qwen2.5-7B-Instruct,2048,256,32,2,ok,65536.0,8192.0,5306.8410369996855,5306.8410369996855,12349.342959979052,30.22137100015243,30.77737840003465,31.29478556023969,30.270820749020086,1057.1236328646917,13025.900327999807,False,188.09572031673486,19224.210432,0.20770566479824937,635.0739740884733,40.84077003784394,0.458487548828125,288.0166464528558,87.4,1406.0,39.446654976
Qwen/Qwen2.5-7B-Instruct,4096,32,1,0,ok,4096.0,32.0,324.049056000149,324.049056000149,12640.061509693509,29.698925000047893,30.37900049957898,30.995316000007733,29.845160870976425,33.506269385616605,1249.2490430004182,False,192.5237222918351,15467.031552,0.01524523482138429,518.2425257771437,33.32749361910892,8.71571875,222.5189119771749,91.1,1397.0,16.796332032
Qwen/Qwen2.5-7B-Instruct,4096,32,1,1,ok,4096.0,32.0,322.1669779995864,322.1669779995864,12713.903906083318,30.08543899977667,30.8638129999963,31.797307100077887,30.150704580650668,33.16672077513419,1256.838819999757,False,193.64843303829883,15467.031552,0.01524523482138429,512.9907167053744,32.989756701310256,8.6518125,219.4541908145599,71.2,1402.0,16.796332032
Qwen/Qwen2.5-7B-Instruct,4096,32,1,2,ok,4096.0,32.0,321.83483199969487,321.83483199969487,12727.025146873733,30.294907999632414,30.555927000023075,31.16761960009171,30.361601258054208,32.936339276069106,1263.0444709993753,False,193.84828571434164,15467.031552,0.01524523482138429,509.4273987903377,32.76060442381593,9.1259375,230.52102417440975,71.4,1397.0,16.796332032
Qwen/Qwen2.5-7B-Instruct,4096,32,4,0,ok,16384.0,128.0,1226.1999740003375,1226.1999740003375,13361.605241720132,30.987789999926463,31.34964949958885,32.071239500055526,31.031765032264136,128.90017682981124,2188.1846900005257,False,203.51372301133918,16174.427136,0.0583139114646416,521.2216294878243,33.51907585130703,5.1815625,302.01063539531674,77.7,1386.0,21.326082048
Qwen/Qwen2.5-7B-Instruct,4096,32,4,1,ok,16384.0,128.0,1229.9049539997213,1229.9049539997213,13321.354586562396,30.309893999401538,31.483994500376866,31.938725399959367,30.541135774206673,130.97089871091745,2176.6801630001282,False,202.90065590326304,16174.427136,0.0583139114646416,529.5948145340427,34.057544343025256,5.0632109375,296.68834493654265,75.6,1388.0,21.326082048
Qwen/Qwen2.5-7B-Instruct,4096,32,4,2,ok,16384.0,128.0,1230.6536309997682,1230.6536309997682,13313.250444554278,30.902976999641396,31.414593999670615,32.30300809991604,30.97234300000104,129.14747844552366,2190.7962639998004,False,202.7772198278778,16174.427136,0.0583139114646416,522.2216199788132,33.58338392146709,5.0753359375,295.48963777789015,74.3,1388.0,21.326082048
Qwen/Qwen2.5-7B-Instruct,4096,32,16,0,ok,65536.0,512.0,5171.875365000233,5171.875365000233,12671.612398764186,30.714810000063153,31.122673499794473,32.35220649949042,30.800247032241334,519.4763530062402,6126.683022999714,False,193.00428123538495,19004.009472,0.19852528770619216,617.0083458131627,39.678993299881846,4.237892578125,353.46189048916807,88.9,1392.0,39.446654976
Qwen/Qwen2.5-7B-Instruct,4096,32,16,1,ok,65536.0,512.0,5484.385079999811,5484.385079999811,11949.562082902148,30.810037000264856,31.510438499935844,32.6815925001938,30.94038016130188,517.1235749718327,6443.536865000169,False,182.0065646194374,19004.009472,0.19852528770619216,614.2138323099507,39.499281820575604,4.301517578125,341.1699190527988,89.6,1378.0,39.446654976
Qwen/Qwen2.5-7B-Instruct,4096,32,16,2,ok,65536.0,512.0,5468.066741999792,5468.066741999792,11985.223131353378,31.16507599952456,31.40008900027169,32.4807063998378,31.125383677429074,514.0498882139912,6432.953636000093,False,182.54972635827826,19004.009472,0.19852528770619216,610.5630590437017,39.26450540473966,4.34112890625,344.86260290231377,88.4,1388.0,39.446654976
Qwen/Qwen2.5-7B-Instruct,4096,32,32,0,OOM,,,,,,,,,,,,,,,,,,,,,,
Qwen/Qwen2.5-7B-Instruct,4096,256,1,0,ok,4096.0,256.0,324.97792699996353,324.97792699996353,12603.932943422522,30.207657000573818,30.87948679949477,31.58512475969474,30.208261556860332,33.10352693145624,8028.084623999348,False,191.97343968013865,15473.45408,0.015653974526158243,512.2259038599313,32.940572595493975,5.43454296875,173.20777624272972,60.2,1409.0,16.796332032
Qwen/Qwen2.5-7B-Instruct,4096,256,1,1,ok,4096.0,256.0,322.2042199995485,322.2042199995485,12712.434368506221,30.035158000828233,30.73779070018645,33.17328456014366,30.126412411764072,33.1934644700512,8004.439384999387,False,193.62605016902452,15473.45408,0.015653974526158243,513.6175482334487,33.03006741051117,5.37069921875,171.68500224531414,59.4,1409.0,16.796332032
Qwen/Qwen2.5-7B-Instruct,4096,256,1,2,ok,4096.0,256.0,321.4445949997753,321.4445949997753,12742.475884538868,29.707243999837374,30.432695299987245,30.7785452398457,29.779312329411173,33.580359040472615,7915.169238999624,False,194.08361950011204,15473.45408,0.015653974526158243,519.6041436026658,33.41505746640937,5.3252890625,172.15364705459424,59.5,1409.0,16.796332032
Qwen/Qwen2.5-7B-Instruct,4096,256,4,0,ok,16384.0,1024.0,1226.6431830003057,1226.6431830003057,13356.77744519444,30.743393000193464,31.572765999862895,32.7461863197459,30.82417763921423,129.76826330351918,9086.808480999935,False,203.4401897174639,16200.117248,0.05980723529143683,525.5652701465865,33.79840965572903,1.7657109375,198.80551228083624,62.5,1409.0,21.326082048
Qwen/Qwen2.5-7B-Instruct,4096,256,4,1,ok,16384.0,1024.0,1227.0758209997439,1227.0758209997439,13352.068160426592,30.798417999903904,31.370991000403592,31.830910520002362,30.828389133335698,129.75053554370362,9088.315050000347,False,203.36846150378844,16200.117248,0.05980723529143683,525.4934721996975,33.793792424417845,1.7808076171875,200.47572685158306,62.8,1408.0,21.326082048
Qwen/Qwen2.5-7B-Instruct,4096,256,4,2,ok,16384.0,1024.0,1226.2816800002838,1226.2816800002838,13360.714970475794,30.89148000071873,31.59603829990374,31.996432319992895,30.932889384312862,129.31220069045793,9114.168473000063,False,203.50016308256212,16200.117248,0.05980723529143683,523.7182031955813,33.67962721514992,1.78737890625,200.62308230029305,63.4,1407.0,21.326082048
Qwen/Qwen2.5-7B-Instruct,4096,256,16,0,ok,65536.0,4096.0,5161.169998999867,5161.169998999867,12697.896022161562,30.99020500030747,31.561911999506265,31.838300100080232,31.049754678433064,515.3019779287816,13078.857442000299,False,193.40461322806541,19106.76992,0.20283579653844497,615.3597707253842,39.57297560934947,0.913283935546875,285.7540041556549,85.3,1409.0,39.446654976
Qwen/Qwen2.5-7B-Instruct,4096,256,16,1,ok,65536.0,4096.0,5478.3499330005725,5478.3499330005725,11962.726149569817,30.825984999864886,31.29872420004176,31.507316479983274,30.866210388233537,518.3661939302837,13349.233582000124,False,182.20706958639616,19106.76992,0.20283579653844497,619.0189751082519,39.80829421918018,0.925220947265625,283.64053655579767,85.8,1408.0,39.446654976
Qwen/Qwen2.5-7B-Instruct,4096,256,16,2,ok,65536.0,4096.0,5449.139027000456,5449.139027000456,12026.854091126957,30.97322399935365,31.82853260013871,33.23462404043312,31.04963280784075,515.3040005020488,13366.795392999848,False,183.1838172076024,19106.76992,0.20283579653844497,615.3621860280131,39.57313093427737,0.927879638671875,284.06537101286665,85.2,1408.0,39.446654976
Qwen/Qwen2.5-7B-Instruct,4096,256,32,0,OOM,,,,,,,,,,,,,,,,,,,,,,
Qwen/Qwen2.5-7B-Instruct,8192,32,1,0,ok,8192.0,32.0,666.4773900001819,666.4773900001819,12291.489738305698,29.999735000274086,30.810215499968763,31.45141240029261,30.09243693548107,33.23094112131977,1599.3429350000952,False,187.21454441623885,15701.912576,0.029975937626822713,521.7893323051666,33.555584071071806,13.56275,270.6140339164058,72.9,1403.0,18.306379776
Qwen/Qwen2.5-7B-Instruct,8192,32,1,1,ok,8192.0,32.0,660.1689959998112,660.1689959998112,12408.943845648793,29.994969000654237,31.146143000114535,31.592625599841995,30.139262645148378,33.17931204136387,1594.4861379994109,False,189.00351529480747,15701.912576,0.029975937626822713,520.9786570053196,33.50345061127457,13.2099375,264.41130099049184,73.1,1400.0,18.306379776
Qwen/Qwen2.5-7B-Instruct,8192,32,1,2,ok,8192.0,32.0,658.7513579997903,658.7513579997903,12435.647988451823,29.98989400020946,32.317408500148304,32.864255599997705,30.257941612915367,33.04917475196521,1596.7475480001667,False,189.4102523165466,15701.912576,0.029975937626822713,518.9352526643042,33.372041971980984,13.23853125,264.6255780973648,71.7,1394.0,18.306379776
Qwen/Qwen2.5-7B-Instruct,8192,32,4,0,ok,32768.0,128.0,2591.035622999698,2591.035622999698,12646.68062033967,31.112069000300835,32.611739999993006,33.43779170018024,31.12033532256793,128.53331940479669,3555.7660179993036,False,192.62453950849837,17113.951232,0.11001072648142507,549.9282399951924,35.36516012830819,9.5755859375,343.8249767177385,75.8,1400.0,27.366273024
Qwen/Qwen2.5-7B-Instruct,8192,32,4,1,ok,32768.0,128.0,2591.2274350002917,2591.2274350002917,12645.744467427001,30.77412299990101,31.814871999813477,32.84238889973494,30.923229161295062,129.3525970116531,3549.8475390004387,False,192.61028074533942,17113.951232,0.11001072648142507,553.4335092474951,35.59057937282927,9.4607265625,340.2760732236487,75.1,1403.0,27.366273024
Qwen/Qwen2.5-7B-Instruct,8192,32,4,2,ok,32768.0,128.0,2595.9654369999043,2595.9654369999043,12622.664205371393,30.911511999875074,32.17206700037423,32.75277190032284,31.087590000014085,128.66870670895324,3559.680727000341,False,192.2587398957155,17113.951232,0.11001072648142507,550.5074929253843,35.402411120603496,9.4629375,339.41786271592593,78.9,1384.0,27.366273024
