model,prompt_len,out_len,batch,rep,status,prompt_tokens_total,output_tokens_total,ttft_ms,prefill_ms,prefill_tok_s,itl_p50_ms,itl_p95_ms,itl_p99_ms,tpot_ms,decode_tok_s,e2e_ms,last_token_logits,prefill_tflops,decode_bytes_per_step_mb,kv_share_of_step_bytes,decode_est_gbps,decode_pct_peak_bw,energy_j_per_out_token,avg_power_w,decode_gpu_util_pct,decode_sm_clock_mhz,peak_mem_gb
Qwen/Qwen2.5-7B-Instruct,2048,128,4,0,ok,8192.0,512.0,601.1735689999114,601.1735689999114,13626.680250809908,29.851414999939152,30.345564899926103,31.794292340382526,29.888801259840253,133.82938864713034,4397.051328999623,False,207.55114224362447,15715.675136,0.030825408886843486,525.8047989069468,33.81381343453034,1.69227734375,196.85888316601876,61.9,1407.0,18.306379776
Qwen/Qwen2.5-7B-Instruct,2048,128,4,1,ok,8192.0,512.0,602.5631099992097,602.5631099992097,13595.256437140242,29.856346000087797,30.472761299643025,30.68681804033986,29.894479960631994,133.80396666098878,4399.162064999473,False,207.07251881511905,15715.675136,0.030825408886843486,525.7049179880685,33.80739022431309,1.691330078125,196.62756772398092,64.1,1406.0,18.306379776
Qwen/Qwen2.5-7B-Instruct,2048,128,4,2,ok,8192.0,512.0,600.4222300007314,600.4222300007314,13643.732011704533,29.838344000381767,30.38311589980367,30.665757959923212,29.855920984247614,133.9767747278824,4392.124195000179,False,207.81086158728004,15715.675136,0.030825408886843486,526.3838668481137,33.85105253042532,1.70134765625,198.13945728063558,63.9,1407.0,18.306379776
Qwen/Qwen2.5-7B-Instruct,2048,128,16,0,ok,32768.0,2048.0,2393.856159000279,2393.856159000279,13688.37466562091,29.69232500072394,30.920092999804183,31.33207575938286,29.831148598417727,536.3521269458815,6182.41203099933,False,208.49082425189016,17169.001472,0.11286436495216112,575.5394035652606,37.01218029358589,0.82449560546875,272.6779307922473,75.8,1405.0,27.366273024
Qwen/Qwen2.5-7B-Instruct,2048,128,16,1,ok,32768.0,2048.0,2402.966883000772,2402.966883000772,13636.475904769874,29.848108999431133,30.340939600137062,31.390411059655886,29.929349929125596,534.5922994615289,6203.994323999723,False,207.70034213171118,17169.001472,0.11286436495216112,573.6509985234285,36.89073945488286,0.82702490234375,272.6137761738478,74.6,1408.0,27.366273024
Qwen/Qwen2.5-7B-Instruct,2048,128,16,2,ok,32768.0,2048.0,2402.5072540007386,2402.5072540007386,13639.08472926922,30.00186200006283,30.664393200277118,31.216864899943175,30.095465228341496,531.6415572447269,6224.631338000108,False,207.74007774557944,17169.001472,0.11286436495216112,570.4846674319429,36.687116876652276,0.8362626953125,274.7004822976506,74.7,1401.0,27.366273024
Qwen/Qwen2.5-7B-Instruct,2048,128,32,0,ok,65536.0,4096.0,5095.682520000992,5095.682520000992,12861.083818068644,29.769331000352395,30.503569600114133,31.917891239281744,29.860391472438792,1071.6537333255017,8887.952237000718,False,195.89016457419913,19106.76992,0.20283579653844497,639.8700411424811,41.14919878729782,0.6912666015625,318.093567484392,88.1,1405.0,39.446654976
Qwen/Qwen2.5-7B-Instruct,2048,128,32,1,ok,65536.0,4096.0,5339.070582998829,5339.070582998829,12274.795581217057,29.480266000973643,31.017554299432955,32.00730046057288,29.66378316536223,1078.7565369398237,9106.371044999833,False,186.9602718194825,19106.76992,0.20283579653844497,644.1110297189123,41.42193117163423,0.690964111328125,310.32877048514047,88.6,1404.0,39.446654976
Qwen/Qwen2.5-7B-Instruct,2048,128,32,2,ok,65536.0,4096.0,5310.894841000845,5310.894841000845,12339.916711220298,29.603902001326787,30.845812200641376,31.760496120114112,29.75444079527547,1075.4697162744558,9089.70882200083,False,187.9521469253481,19106.76992,0.20283579653844497,642.1485132744907,41.295724326333804,0.69361865234375,311.88120198102195,88.5,1404.0,39.446654976
Qwen/Qwen2.5-7B-Instruct,4096,128,1,0,ok,4096.0,128.0,323.91678400017554,323.91678400017554,12645.223101491956,29.491521998352255,30.241049600044786,31.103385999522285,29.530644409447188,33.86312828581853,4074.3086239999684,False,192.602339699292,15469.784064,0.01542045053848784,523.8552823131432,33.688442592485096,5.774046875,181.22236728110238,64.7,1408.0,16.796332032
Qwen/Qwen2.5-7B-Instruct,4096,128,1,1,ok,4096.0,128.0,322.46809599928383,322.46809599928383,12702.03176939742,29.136307999579003,30.493998900419683,32.04002111899172,29.30987104725397,34.118198554602294,4044.821719000538,False,193.46760575794312,15469.784064,0.01542045053848784,527.8011642923744,33.94219706060286,5.8939609375,186.34434944929703,61.7,1408.0,16.796332032
Qwen/Qwen2.5-7B-Instruct,4096,128,1,2,ok,4096.0,128.0,320.46219799849496,320.46219799849496,12781.538744920039,29.397488999165944,30.137246000049345,33.25521662085521,29.560384503949578,33.829059289346844,4074.6310300000914,False,194.67859502916158,15469.784064,0.01542045053848784,523.328242294449,33.65454934369446,5.759171875,180.74986695595248,60.9,1409.0,16.796332032
Qwen/Qwen2.5-7B-Instruct,4096,128,4,0,ok,16384.0,512.0,1227.7666199988744,1227.7666199988744,13344.555661575992,30.073472998992656,30.797334899034468,31.17587619984988,30.114353110247333,132.8270272104526,5052.289465000285,False,203.25403688320245,16185.437184,0.05895448786167312,537.4658763130598,34.563721949392914,2.249396484375,227.599018860305,66.7,1405.0,21.326082048
Qwen/Qwen2.5-7B-Instruct,4096,128,4,1,ok,16384.0,512.0,1227.0635460008634,1227.0635460008634,13352.20172858796,30.322416001581587,31.44229290101066,32.46411225954944,30.476722574800135,131.24770848251984,5097.607313000481,False,203.37049591157881,16185.437184,0.05895448786167312,531.0753852969423,34.15275789690947,2.2440390625,224.99810228811367,65.4,1406.0,21.326082048
Qwen/Qwen2.5-7B-Instruct,4096,128,4,2,ok,16384.0,512.0,1227.4449039996398,1227.4449039996398,13348.053298858951,30.03780000108236,30.804178301150387,31.91520805950858,30.061260322842763,133.06162007321115,5045.224965000671,False,203.3073102116926,16185.437184,0.05895448786167312,538.4151233240581,34.624766773251324,2.282625,231.24144250070123,65.4,1406.0,21.326082048
Qwen/Qwen2.5-7B-Instruct,4096,128,16,0,ok,65536.0,2048.0,5161.1038530008955,5161.1038530008955,12698.058761575676,30.341768000653246,31.601313499595562,32.03368480029894,30.46942234645331,525.116617508255,9030.720491000466,False,193.40709195000397,19048.049664,0.20037834357465056,625.1529631055583,40.202762900679,1.38988720703125,314.7081290572467,86.9,1404.0,39.446654976
Qwen/Qwen2.5-7B-Instruct,4096,128,16,1,ok,65536.0,2048.0,5469.362729001659,5469.362729001659,11982.383185611554,30.514926998876035,31.509714300045744,32.69686885909323,30.622448283456762,522.4925143769029,9358.413661000668,False,182.506470482909,19048.049664,0.20037834357465056,622.0289601824677,40.00186239115548,1.4011923828125,306.1634584453901,86.3,1405.0,39.446654976
Qwen/Qwen2.5-7B-Instruct,4096,128,16,2,ok,65536.0,2048.0,5447.729428000457,5447.729428000457,12029.966037438544,30.274201000793255,31.14710329919035,34.929316320049104,30.500526984244463,524.5811001319767,9321.296354999504,False,183.23121598703236,19048.049664,0.20037834357465056,624.515428006853,40.161763858961606,1.406435546875,308.6137199724561,86.7,1405.0,39.446654976
Qwen/Qwen2.5-7B-Instruct,4096,128,32,0,OOM,,,,,,,,,,,,,,,,,,,,,,
Qwen/Qwen2.5-7B-Instruct,8192,128,1,0,ok,8192.0,128.0,666.8743610007368,666.8743610007368,12284.172970312993,28.77089700086799,29.57540190036525,29.67589618103375,28.915090047243083,34.58401818448929,4339.090797000608,False,187.1031010179594,15704.665088,0.030145950986356973,543.130422984706,34.928001478116144,7.0475546875,207.46980711416444,64.2,1408.0,18.306379776
Qwen/Qwen2.5-7B-Instruct,8192,128,1,1,ok,8192.0,128.0,658.7490179990709,658.7490179990709,12435.692162218227,28.908723999848007,29.83236320069409,30.494971960870313,29.083128952760756,34.384195786646046,4352.306394999687,False,189.41092513747623,15704.665088,0.030145950986356973,539.9922791494969,34.72619158517665,6.918765625,203.20786678870766,64.1,1406.0,18.306379776
Qwen/Qwen2.5-7B-Instruct,8192,128,1,2,ok,8192.0,128.0,657.5268260003213,657.5268260003213,12458.807270010908,29.44268999999622,30.41374599924893,31.299547980706848,29.60914425196057,33.773350269445395,4417.888145999314,False,189.76299673064142,15704.665088,0.030145950986356973,530.3991548813545,34.109270410376496,7.0105703125,202.90835579816329,62.2,1408.0,18.306379776
Qwen/Qwen2.5-7B-Instruct,8192,128,4,0,ok,32768.0,512.0,2588.8830510011758,2588.8830510011758,12657.195923673695,30.227232999095577,30.82811420026701,31.54483329868526,30.297705669286152,132.02319818080946,6436.691671000517,False,192.78470054389697,17124.96128,0.11058292191361963,565.2230392270321,36.348748503346116,3.42751953125,272.25401932198366,72.1,1405.0,27.366273024
Qwen/Qwen2.5-7B-Instruct,8192,128,4,1,ok,32768.0,512.0,2589.7623439996096,2589.7623439996096,12652.89846997827,30.09974599990528,30.835809100608458,31.116098119600792,30.14328059055508,132.69955763386076,6417.958979000105,False,192.7192450252521,17124.96128,0.11058292191361963,568.1186965882486,36.534964410819846,3.433423828125,273.5231497405808,72.6,1405.0,27.366273024
Qwen/Qwen2.5-7B-Instruct,8192,128,4,2,ok,32768.0,512.0,2588.9775060004467,2588.9775060004467,12656.73414467833,30.194037000910612,30.716930199378112,30.918136960208358,30.219608968506268,132.36438645412812,6426.867845000743,False,192.77766708041298,17124.96128,0.11058292191361963,566.6837482194752,36.4426847729566,3.44393359375,273.9779327748634,72.3,1404.0,27.366273024
Qwen/Qwen2.5-7B-Instruct,8192,128,16,0,OOM,,,,,,,,,,,,,,,,,,,,,,
Qwen/Qwen2.5-7B-Instruct,8192,128,32,0,OOM,,,,,,,,,,,,,,,,,,,,,,
