policy,arrival_rate_rps,n_requests,throughput_out_tok_s,throughput_req_s,goodput_req_s,slo,ttft_ms_p50,ttft_ms_p99,tpot_ms_p50,tpot_ms_p99,e2e_ms_p50,e2e_ms_p99,queue_ms_p50,queue_ms_p99,itl_p99_ms_p50,itl_p99_ms_p99,mean_batch,max_batch_seen,mean_padding_waste,wasted_decode_tokens,preemptions,slowdown_median,slowdown_max,energy_j,energy_j_per_out_token,avg_power_w,energy_method,active_energy_j_per_out_token,rep,seed,kv_blocks_peak,kv_blocks_total,gather_ms_total,gather_share_of_decode
static,4.0,64,171.31935472844972,2.2217707604094796,0.41658201757677743,TTFT<=2000ms & TPOT<=100ms,4253.937276299486,9792.263013935119,26.605657501523133,27.080159714500258,6120.316933907296,12678.78500536872,4214.8449142992395,9762.607491934907,27.444358140182885,31.966450968095614,7.111111111111111,8,0.29570049785749686,2602,0,3.8983078715949584,14.46752890315983,2608.283,0.5285274569402229,90.53673533547435,counter,0.1500374502448465,0,0,,,,
continuous,4.0,64,250.64871282190728,3.250560814711665,3.250560814711665,TTFT<=2000ms & TPOT<=100ms,43.18030230220149,77.4246706386303,33.23169722791447,36.637350437209115,2313.923157949888,4332.599253829201,17.916231880067635,52.59839490880138,57.42407014013679,60.046711643119345,8.064569536423841,16,0.2657913526548059,0,0,1.5275187335083722,1.7255004524268864,1715.204,0.34755906788247215,87.07024954494455,counter,0.0887553396251077,0,0,220.0,137078.0,819.4036209993101,0.04519328252996082
serialized,4.0,64,46.582062863779214,0.5705745499104057,0.026745682027050265,TTFT<=2000ms & TPOT<=100ms,43514.5262102396,92509.17651320001,21.4263605739493,21.94969881952962,45004.263532739475,93875.83466937022,43491.15306673953,92484.72429321002,22.299982939994152,23.535674395504383,1.0,1,0.0,0,0,27.36437606521877,90.86020024047781,9052.195,1.7324775119617224,80.69998534045554,counter,0.34058453371022823,1,1,,,,
static,4.0,64,185.44157329332177,2.2714374527794434,0.42589452239614567,TTFT<=2000ms & TPOT<=100ms,3704.455946485341,9050.93564721368,26.6049863306106,26.84692124761826,5875.028817120992,11544.722849323103,3666.436060985079,9021.491704213748,27.60528780480172,28.454700527802196,7.111111111111111,8,0.33414959197426414,2375,0,3.3113219258286435,9.52369330837815,2604.539,0.49847636363636366,92.42706678254575,counter,0.14880739457248185,1,1,,,,
continuous,4.0,64,261.57113094285165,3.203933469922011,3.203933469922011,TTFT<=2000ms & TPOT<=100ms,40.713603069808535,76.23926726965543,32.53300559694625,34.710840269838904,2598.2231006416705,4193.336436287842,16.26834592438975,50.22179489411792,56.78380594994678,59.64149696649165,8.337641357027463,16,0.30301799802545143,0,0,1.5067192886710226,1.6042842987100767,1780.244,0.34071655502392345,89.08229101555864,counter,0.09273832720641827,1,1,210.0,137078.0,818.3424100056982,0.04440541808254044
serialized,4.0,64,45.30380593250583,0.5819838578242419,0.02728049333551134,TTFT<=2000ms & TPOT<=100ms,46559.44377511878,92085.07928070017,22.068057446765376,22.93070023203504,48332.62416511888,94591.59572598028,46534.38050211866,92060.93813470002,23.160388930186855,24.515843305472483,1.0,1,0.0,0,0,29.42830590237014,116.32385043698886,8866.414,1.77968968285829,80.62423865724327,counter,0.34852256342937893,2,2,,,,
static,4.0,64,177.07752694303989,2.2747815584814437,0.3909780803639981,TTFT<=2000ms & TPOT<=100ms,5127.047191957703,10978.584375339342,26.535771608397603,27.749270349301423,7172.6013702210985,14158.557277581715,5086.076009957909,10950.24866333917,27.95827975004613,31.552607108433946,7.111111111111111,8,0.28619749979222076,2378,0,4.13992029910333,15.608840026936669,2590.054,0.5198823765556002,92.0481624891927,counter,0.15369643591948184,2,2,,,,
continuous,4.0,64,283.32455912091814,3.6396571223883503,3.6396571223883503,TTFT<=2000ms & TPOT<=100ms,37.754248885783156,58.0696930607103,33.073989113584275,34.95402575859239,2681.789533317119,4014.9570680613656,13.78201112099109,33.11616618171594,56.24372721006239,59.20265254531546,9.107407407407408,14,0.28327961898895543,0,0,1.5232525685924516,1.6097141837728928,1577.262,0.3165921316740265,89.65233447469134,counter,0.08763709171466375,2,2,197.0,137078.0,778.6866849974103,0.04868412381997569
serialized,16.0,64,46.165534402349124,0.598701965906858,0.018709436434589312,TTFT<=2000ms & TPOT<=100ms,48707.67901208481,100876.97387549686,21.484691400355807,22.432294097006565,50163.27245858477,101959.19315400676,48683.7806095846,100851.6409470167,22.333177599912233,24.69932572676939,1.0,1,0.0,0,0,31.511272491729926,126.88515937939162,8655.756,1.753952583586626,80.96959428465334,counter,0.349498390649487,0,0,,,,
static,16.0,64,193.06132645499673,2.503733514309988,0.3129666892887485,TTFT<=2000ms & TPOT<=100ms,8515.629638910712,18573.025606478972,26.722997387099802,27.20011412435612,10728.947131162411,21511.85629475421,8480.035778410882,18532.999743479217,28.24338579986943,29.28800363595046,8.0,8,0.30554672689842344,2593,0,6.746005613872746,26.038462600100885,2348.948,0.475977304964539,91.87993852838488,counter,0.1401026421884193,0,0,,,,
continuous,16.0,64,634.287995924593,8.225822034280437,8.225822034280437,TTFT<=2000ms & TPOT<=100ms,51.5831411110852,85.14702049055654,40.96817474830185,47.177037719620245,3132.140208983244,5036.447427489119,25.662590408820627,58.998649529382796,64.69132427981549,64.76099266793317,23.195238095238096,51,0.28578466737160213,0,0,1.888743141180487,2.2165852428730495,1046.877,0.21213313069908812,134.38597460644218,counter,0.1097882203685988,0,0,651.0,137078.0,628.548494998995,0.09567795469508171
serialized,16.0,64,46.475913303519384,0.569274344770381,0.017789823274074405,TTFT<=2000ms & TPOT<=100ms,51677.98879718497,105502.7785744928,21.444731495613528,22.337105355661,53198.38410318515,106875.78327744262,51654.062823185304,105478.88988495285,23.409568330034745,26.348512684159594,1.0,1,0.0,0,0,31.223758752520894,103.51826954131576,9107.693,1.7430991387559807,81.00961814595283,counter,0.3480252925315368,1,1,,,,
static,16.0,64,177.25051210984645,2.1711067512019473,0.20354125792518254,TTFT<=2000ms & TPOT<=100ms,10792.227784613828,22649.569136406324,26.8944861849252,27.67135398624766,12202.35049461405,24396.09304661259,10752.930577613937,22622.042432406186,28.316083900017475,30.645039507300677,7.111111111111111,8,0.33313249883855306,2511,0,7.3526592578216,23.327840594911645,2665.309,0.510106985645933,90.40559714320501,counter,0.14427839359900924,1,1,,,,
continuous,16.0,64,649.49086980031,7.95548625209949,7.95548625209949,TTFT<=2000ms & TPOT<=100ms,44.1782133380767,85.22494442556786,39.053467488885836,44.97741598756771,3109.0387763618064,4978.207602552458,18.287692835087466,59.24984627584787,64.91796899990732,65.4313427524929,23.89351851851852,49,0.3250327170400202,0,0,1.800607747974143,2.082289479308478,1081.137,0.20691617224880382,134.23621253932214,counter,0.106976840907715,1,1,575.0,137078.0,640.477748000194,0.09443811263359664
serialized,16.0,64,45.265997498550405,0.5814981613623497,0.02725772631386014,TTFT<=2000ms & TPOT<=100ms,52001.22334302966,102479.14734706262,21.93495037650893,23.112376813012236,53744.045321029604,105093.41531917253,51976.45878352967,102454.12287933264,23.03208478988836,26.375908498708895,1.0,1,0.0,0,0,33.09731444106424,129.48956865937166,8883.305,1.7830800883179447,80.7104515611151,counter,0.3507181674044845,2,2,,,,
static,16.0,64,194.03671684786687,2.4926434922247047,0.3115804365280881,TTFT<=2000ms & TPOT<=100ms,9229.33153656678,18929.89424256119,27.24270988429558,28.162512319835418,11343.817602334948,22014.32827802281,9188.376259566814,18890.783063561215,28.542186470185698,30.56384495913189,8.0,8,0.313998419593552,2426,0,6.902210205262139,25.851336017396466,2383.6,0.47844239261340826,92.8228714529669,counter,0.14425785767082536,2,2,,,,
continuous,16.0,64,665.3771141776565,8.547598415770779,8.547598415770779,TTFT<=2000ms & TPOT<=100ms,48.493192081264766,89.52306976223171,42.287768939389515,52.02095617750751,3168.108038825644,4885.228850684754,22.09088399319934,62.01459069844922,67.58412706010859,67.8050482805349,25.091836734693878,56,0.27884264582456086,0,0,1.9579510559517095,2.3931693973150585,1018.581,0.20445222802087515,135.88065793116456,counter,0.10689804408182725,2,2,724.0,137078.0,635.9744630040041,0.10226486476329004
