model,prompt_len,out_len,batch,rep,status,prompt_tokens_total,output_tokens_total,ttft_ms,prefill_ms,prefill_tok_s,itl_p50_ms,itl_p95_ms,itl_p99_ms,tpot_ms,decode_tok_s,e2e_ms,prefill_tflops,decode_bytes_per_step_mb,kv_share_of_step_bytes,decode_est_gbps,decode_pct_peak_bw,energy_j_per_out_token,avg_power_w,decode_gpu_util_pct,decode_sm_clock_mhz,peak_mem_gb
Qwen/Qwen2.5-7B-Instruct,2048,128,1,0,ok,2048.0,128.0,164.3074739986332,164.3074739986332,12464.436036653064,29.983809999976074,30.94815040058165,31.920254320066306,30.142593307093595,33.17564583153054,3992.4168239995197,189.84872978700582,15352.343552,0.007888732270078913,509.32391236513354,32.7539493482401,5.1456015625,164.8098210764805,58.9,1408.0,16.047075328
Qwen/Qwen2.5-7B-Instruct,2048,128,1,1,ok,2048.0,128.0,158.98784899763996,158.98784899763996,12881.48756594852,30.198390999430558,30.799727799967513,31.3247512212547,30.280490354324304,33.024564275498655,4004.6101239968266,196.20093881272047,15352.343552,0.007888732270078913,507.00445641256135,32.604788193733846,5.213859375,166.48393989016472,57.5,1408.0,16.047075328
Qwen/Qwen2.5-7B-Instruct,2048,128,1,2,ok,2048.0,128.0,158.98028499941574,158.98028499941574,12882.100444136997,30.230711003241595,30.829509000614053,31.542533499523415,30.309633125992644,32.99281109220783,4008.3036920004815,196.2102737032245,15352.343552,0.007888732270078913,506.51697063381096,32.57343862596855,5.1779453125,165.19462830411192,57.5,1408.0,16.047075328
Qwen/Qwen2.5-7B-Instruct,2048,128,4,0,ok,8192.0,512.0,601.5250910022587,601.5250910022587,13618.717028662133,30.93594399979338,32.28399760228058,34.38737454103829,31.18091488188187,128.28359960420082,4561.501281001256,207.42985255146985,15715.675136,0.030825408886843486,504.0158441640795,32.41259448000511,1.7333515625,194.35851964419862,60.5,1406.0,18.306379776
Qwen/Qwen2.5-7B-Instruct,2048,128,4,1,ok,8192.0,512.0,599.3400570005178,599.3400570005178,13668.367238789317,30.97158099990338,31.228644498696667,31.465933619183488,30.966698700804116,129.17101815235253,4532.110792002641,208.18608647160752,15715.675136,0.030825408886843486,507.5024395671828,32.63681283390243,1.720224609375,194.14957542685198,61.4,1406.0,18.306379776
Qwen/Qwen2.5-7B-Instruct,2048,128,4,2,ok,8192.0,512.0,603.4998929972062,603.4998929972062,13574.153193823224,30.90390500074136,31.329992198152468,31.44429736021266,30.927714889783847,129.33383582507398,4531.3196839997545,206.75109039859535,15715.675136,0.030825408886843486,508.14213697990533,32.677950931183624,1.71073046875,193.11381581070273,60.5,1409.0,18.306379776
Qwen/Qwen2.5-7B-Instruct,2048,128,16,0,ok,32768.0,2048.0,2392.498634999356,2392.498634999356,13696.141565409429,31.227898001816357,31.571316599365673,32.412165117348195,31.27845233069906,511.53426105729596,6364.862080998137,208.60912371244314,17169.001472,0.11286436495216112,548.9082800669466,35.29956784996441,0.82857080078125,266.1773008939054,72.5,1408.0,27.366273024
Qwen/Qwen2.5-7B-Instruct,2048,128,16,1,ok,32768.0,2048.0,2411.2461320000875,2411.2461320000875,13589.653733449228,31.22132499993313,31.45088429992029,32.118896458850934,31.20858539369069,512.6794373459379,6374.736476998805,206.98718272963677,17169.001472,0.11286436495216112,550.1371259035337,35.378593305693485,0.8298798828125,266.2366221368159,72.6,1406.0,27.366273024
Qwen/Qwen2.5-7B-Instruct,2048,128,16,2,ok,32768.0,2048.0,2406.0910059997695,2406.0910059997695,13618.76999593553,31.14467400155263,31.518583299111924,31.80433730041841,31.14278714175865,513.7626226955765,6361.224973003118,207.43065930835363,17169.001472,0.11286436495216112,551.2994515824333,35.453340937777064,0.83060595703125,266.95239023623697,72.1,1408.0,27.366273024
Qwen/Qwen2.5-7B-Instruct,2048,128,32,0,ok,65536.0,4096.0,5097.00432200043,5097.00432200043,12857.74856362668,30.501991001074202,31.325466799899,32.75949428338208,30.589889763772174,1046.0972643941277,8981.920321999496,195.83936453659922,19106.76992,0.20283579653844497,624.6106170225003,40.16788533906754,0.693246826171875,315.6382976969367,86.5,1405.0,39.446654976
Qwen/Qwen2.5-7B-Instruct,2048,128,32,1,ok,65536.0,4096.0,5349.718129000394,5349.718129000394,12250.365050961207,30.692093998368364,32.71218520021648,36.4112207198923,31.020421921261807,1031.5784898485465,9289.311713000643,186.58816472025578,19106.76992,0.20283579653844497,615.9416518736635,39.610395618885114,0.697548828125,307.1305374722353,85.2,1406.0,39.446654976
Qwen/Qwen2.5-7B-Instruct,2048,128,32,2,ok,65536.0,4096.0,5325.989635999576,5325.989635999576,12304.943208493545,30.28817399899708,32.00367120116425,38.676207700700616,30.67070633070094,1043.3408234869523,9221.169339998596,187.41945735565142,19106.76992,0.20283579653844497,622.9647832033914,40.062043935909415,0.70326318359375,311.88681603218697,86.4,1404.0,39.446654976
Qwen/Qwen2.5-7B-Instruct,4096,128,1,0,ok,4096.0,128.0,323.8429080010974,323.8429080010974,12648.107767072423,30.36520100067719,31.323468099799356,34.4008671004849,30.578500464576706,32.70271546371078,4207.312467002339,192.6462767129444,15469.784064,0.01542045053848784,505.90394653003943,32.53401585402183,6.01121875,182.6970859833422,63.9,1408.0,16.796332032
Qwen/Qwen2.5-7B-Instruct,4096,128,1,1,ok,4096.0,128.0,321.7756960002589,321.7756960002589,12729.36412200847,30.383236000488978,32.35111329850042,34.900461801298654,30.631470874012184,32.646163291113865,4211.972496999806,193.88391118965615,15469.784064,0.01542045053848784,505.02909663161506,32.47775541039325,5.9503671875,180.5765464187027,59.6,1408.0,16.796332032
Qwen/Qwen2.5-7B-Instruct,4096,128,1,2,ok,4096.0,128.0,321.7196849982429,321.7196849982429,12731.580288667667,30.357497002114542,30.704243598302128,31.124352840852225,30.372631464569004,32.92437802653167,4179.043880998506,193.91766614046242,15469.784064,0.01542045053848784,509.3330185119513,32.754534952537064,5.825828125,178.22757825658113,59.9,1407.0,16.796332032
Qwen/Qwen2.5-7B-Instruct,4096,128,4,0,ok,16384.0,512.0,1223.8105059986992,1223.8105059986992,13387.693535634196,31.010899001557846,31.35154260089621,33.70761826095985,30.996803196862533,129.04556558932103,5160.404512000241,203.91107989514288,16185.437184,0.05895448786167312,522.1647239299269,33.579725011570865,2.265109375,224.38974369385573,63.2,1407.0,21.326082048
Qwen/Qwen2.5-7B-Instruct,4096,128,4,1,ok,16384.0,512.0,1225.890462003008,1225.890462003008,13364.978770802933,30.334304999996675,30.679850001615705,31.289574559123135,30.37431041731162,131.6902324709314,5083.4278850015835,203.56510601891253,16185.437184,0.05895448786167312,532.8659963511542,34.26790973319319,2.276873046875,228.976749821848,64.6,1406.0,21.326082048
Qwen/Qwen2.5-7B-Instruct,4096,128,4,2,ok,16384.0,512.0,1226.170126999932,1226.170126999932,13361.93048519841,30.408155002078274,30.767309297516476,30.976170801004628,30.421248196858425,131.48704399358198,5089.668648000952,203.5186768705464,16185.437184,0.05895448786167312,532.0438227669914,34.215036833890125,2.24497265625,225.4919081417536,66.3,1406.0,21.326082048
Qwen/Qwen2.5-7B-Instruct,4096,128,16,0,ok,65536.0,2048.0,5154.293552997842,5154.293552997842,12714.83653892451,31.097180999495322,32.630799800608656,36.20338307919155,31.315988503929546,510.9211225439143,9131.424092996895,193.66263818642886,19048.049664,0.20037834357465056,608.2531822876944,39.11596027573597,1.3911279296875,311.58903825861097,84.5,1402.0,39.446654976
Qwen/Qwen2.5-7B-Instruct,4096,128,16,1,ok,65536.0,2048.0,5443.217328000173,5443.217328000173,12039.938156222359,31.202767000650056,32.13706349815766,33.2274394002161,31.301059086611595,511.1648125300553,9418.451831999846,183.38310365197165,19048.049664,0.20037834357465056,608.543295972609,39.134617104347846,1.421828125,308.7023452275025,84.2,1404.0,39.446654976
Qwen/Qwen2.5-7B-Instruct,4096,128,16,2,ok,65536.0,2048.0,5487.575561997801,5487.575561997801,11942.61459538628,30.748606000997825,31.733830298981047,33.23433786150417,30.924120039387383,517.3954822197412,9414.938806999999,181.9007458181519,19048.049664,0.20037834357465056,615.9609275781788,39.61163521403079,1.40610986328125,305.3550008001835,85.5,1402.0,39.446654976
Qwen/Qwen2.5-7B-Instruct,4096,128,32,0,OOM,,,,,,,,,,,,,,,,,,,,,
Qwen/Qwen2.5-7B-Instruct,8192,128,1,0,ok,8192.0,128.0,666.1000509993755,666.1000509993755,12298.452744012297,30.547244001354557,31.4659562009183,31.957707581823342,30.628586070855903,32.649238123059575,4555.930481998075,187.3205995787035,15704.665088,0.030145950986356973,512.7453501010124,32.97397749845739,7.1174609375,199.6703680207729,60.9,1406.0,18.306379776
Qwen/Qwen2.5-7B-Instruct,8192,128,1,1,ok,8192.0,128.0,658.3425319986418,658.3425319986418,12443.370436860823,30.59562599810306,31.5128840989928,33.21218436089111,30.744553740164054,32.52608603304007,4562.900856999477,189.52787472777987,15704.665088,0.030145950986356973,510.8112877723688,32.84960049983079,7.0795078125,198.40114113108194,62.2,1407.0,18.306379776
Qwen/Qwen2.5-7B-Instruct,8192,128,1,2,ok,8192.0,128.0,657.2960859994055,657.2960859994055,12463.18086246357,30.48914000100922,31.215968600372435,31.73298621899448,30.56265706300468,32.71966825196212,4538.753533001,189.82961193643993,15704.665088,0.030145950986356973,513.8514316875315,33.04510814710814,7.0826953125,199.54753839017917,62.1,1406.0,18.306379776
Qwen/Qwen2.5-7B-Instruct,8192,128,4,0,ok,32768.0,512.0,2584.25392099889,2584.25392099889,12679.868543000684,31.157801000517793,31.92186950036557,32.782912280381424,31.21414959843075,128.14701189876703,6548.4509199995955,193.1300324921308,17124.96128,0.11058292191361963,548.6281542285212,35.281553326593006,3.4454375,269.0088007341678,69.7,1406.0,27.366273024
Qwen/Qwen2.5-7B-Instruct,8192,128,4,1,ok,32768.0,512.0,2585.215128001437,2585.215128001437,12675.154050074005,31.28999299951829,32.35636950012122,32.47655377876072,31.428507897637576,127.27298454727699,6576.635631001409,193.05822495177452,17124.96128,0.11058292191361963,544.8862330905392,35.0409153112887,3.44584375,267.85428704193185,69.5,1407.0,27.366273024
Qwen/Qwen2.5-7B-Instruct,8192,128,4,2,ok,32768.0,512.0,2591.6276870011643,2591.6276870011643,12643.79145367005,31.004412998299813,31.52912599944102,31.751759640828823,30.997942291339033,129.0408234974235,6528.366358001222,192.58053393770822,17124.96128,0.11058292191361963,552.454776483173,35.52763835904649,3.424673828125,268.1716140966673,70.8,1406.0,27.366273024
Qwen/Qwen2.5-7B-Instruct,8192,128,16,0,OOM,,,,,,,,,,,,,,,,,,,,,
Qwen/Qwen2.5-7B-Instruct,8192,128,32,0,OOM,,,,,,,,,,,,,,,,,,,,,
