model,prompt_len,out_len,batch,rep,status,prompt_tokens_total,output_tokens_total,ttft_ms,prefill_ms,prefill_tok_s,itl_p50_ms,itl_p95_ms,itl_p99_ms,tpot_ms,decode_tok_s,e2e_ms,prefill_tflops,decode_bytes_per_step_mb,kv_share_of_step_bytes,decode_est_gbps,decode_pct_peak_bw,energy_j_per_out_token,avg_power_w,decode_gpu_util_pct,decode_sm_clock_mhz,peak_mem_gb
TinyLlama/TinyLlama-1.1B-Chat-v1.0,128,128,4,0.0,ok,512.0,512.0,25.691319000543444,25.691319000543444,19928.910617207694,23.507079000410158,23.8790166007675,24.15506501947675,23.519196267715607,170.07383902360348,3012.6292450004257,43.845531838679534,2217.398272,0.007802614540866726,94.28035919083614,6.063045607127726,0.397576171875,67.48272946162437,31.9,1095.0,2.257912832
TinyLlama/TinyLlama-1.1B-Chat-v1.0,128,128,4,1.0,ok,512.0,512.0,26.132472001336282,26.132472001336282,19592.482485920922,23.67281099941465,24.042089500289876,25.631404639825625,23.64264806299358,169.18578618361113,3028.748776001521,43.105357394371225,2217.398272,0.007802614540866726,93.78806748262521,6.031386976374612,0.39799609375,67.1959780258757,32.0,1095.0,2.257912832
TinyLlama/TinyLlama-1.1B-Chat-v1.0,128,128,4,2.0,ok,512.0,512.0,26.52211399981752,26.52211399981752,19304.645172836626,23.69524099958653,23.980154300625145,24.226917160012817,23.7134485196866,168.68065379353203,3038.130076000016,42.47208745214466,2217.398272,0.007802614540866726,93.50804756040203,6.013379264334535,0.40994140625,68.99912781438312,31.8,1095.0,2.257912832
TinyLlama/TinyLlama-1.1B-Chat-v1.0,128,128,8,0.0,ok,1024.0,1024.0,28.751089999786927,28.751089999786927,35616.04099210113,23.84277300006943,24.2213224999432,24.584061240020674,23.86165049607571,335.2659951714438,3059.1807030014024,78.3587366756772,2234.699776,0.015484410197569187,93.65235553875534,6.022659520177193,0.201828125,67.4705454784649,32.3,1095.0,2.303538176
TinyLlama/TinyLlama-1.1B-Chat-v1.0,128,128,8,1.0,ok,1024.0,1024.0,28.869145000498975,28.869145000498975,35470.39581471156,23.54519799882837,24.956273899624644,28.808764459790837,23.759403724398,336.7087866681174,3046.3134179990448,78.03830319162762,2234.699776,0.015484410197569187,94.05538126805922,6.048577573508632,0.2086005859375,70.02077610278998,32.4,1095.0,2.303538176
TinyLlama/TinyLlama-1.1B-Chat-v1.0,128,128,8,2.0,ok,1024.0,1024.0,28.814518998842686,28.814518998842686,35537.63989748113,23.426832998666214,24.863312900015444,27.844476379686967,23.676374685037015,337.8895674030635,3035.7141039985436,78.18624668079609,2234.699776,0.015484410197569187,94.38521757354536,6.069788911482017,0.2022890625,68.14410066862311,32.6,1095.0,2.303538176
TinyLlama/TinyLlama-1.1B-Chat-v1.0,128,128,16,0.0,ok,2048.0,2048.0,39.91634099838848,39.91634099838848,51307.3079539701,23.021125998639036,23.74776749911689,26.0987356802434,23.154167503947058,691.0203097249125,2980.495613999665,112.8810424043103,2269.302784,0.030496598553505283,98.00839454120538,6.30279064573668,0.10962255859375,75.18657892143553,33.3,1167.0,2.40505088
TinyLlama/TinyLlama-1.1B-Chat-v1.0,128,128,16,1.0,ok,2048.0,2048.0,39.22905999934301,39.22905999934301,52206.196121811205,22.92282000053092,23.289741599728586,23.933558540666123,22.912683708662687,698.3031845348967,2949.139890999504,114.85868335717097,2269.302784,0.030496598553505283,99.04133504631916,6.369217687866184,0.11239013671875,77.92643800110562,32.9,1225.0,2.40505088
TinyLlama/TinyLlama-1.1B-Chat-v1.0,128,128,16,2.0,ok,2048.0,2048.0,39.83350000089558,39.83350000089558,51414.01081888246,23.078467998857377,23.554117099774885,23.727515779573878,23.097726708651255,692.7088627300799,2973.244791999605,113.11579903254032,2269.302784,0.030496598553505283,98.24788441842774,6.318191924014646,0.11469970703125,78.89469097149826,32.6,1216.0,2.40505088
TinyLlama/TinyLlama-1.1B-Chat-v1.0,128,128,32,0.0,ok,4096.0,4096.0,78.81934400029422,78.81934400029422,51966.93847115386,22.999392000201624,24.342175500714795,25.832991799943553,23.200477299201516,1379.2819685266275,3025.279960998887,114.33229337324047,2338.5088,0.05918815956561718,100.79571940877629,6.48203983336182,0.067802978515625,91.64207342636593,33.2,1295.0,2.582008832
TinyLlama/TinyLlama-1.1B-Chat-v1.0,128,128,32,1.0,ok,4096.0,4096.0,78.7760219991469,78.7760219991469,51995.517113625734,22.963522000281955,23.249704600493715,23.742251500661947,22.962342779529415,1393.5860250517435,2994.9935549993825,114.39516915217665,2338.5088,0.05918815956561718,101.84103697314134,6.549262827854749,0.068221923828125,93.1575039112156,33.7,1298.0,2.582008832
TinyLlama/TinyLlama-1.1B-Chat-v1.0,128,128,32,2.0,ok,4096.0,4096.0,78.3648139986326,78.3648139986326,52268.35605162633,22.845509000035236,23.219158899701142,23.604779860652343,22.866429299215017,1399.4314364201377,2982.40133499894,114.99544121785632,2338.5088,0.05918815956561718,102.2682102832854,6.576733780275589,0.06866796875,94.12978288795112,32.8,1298.0,2.582008832
TinyLlama/TinyLlama-1.1B-Chat-v1.0,128,256,1,0.0,ok,128.0,256.0,24.746855000557844,24.746855000557844,5172.374428876503,21.65325500027393,22.11616170079651,22.828329139811103,21.710986717645188,46.05962930221265,5561.048468000081,11.379724263857039,2205.863936,0.002614471321589207,101.60127518327974,6.533844063233424,1.4918828125,68.62962945776842,31.4,1095.0,2.222317568
TinyLlama/TinyLlama-1.1B-Chat-v1.0,128,256,1,1.0,ok,128.0,256.0,24.403208999501658,24.403208999501658,5245.211808111544,21.963810999295674,22.83826289985881,26.817389800708046,22.11286198431552,45.22254969570616,5663.183014999959,11.539973546501644,2205.863936,0.002614471321589207,99.75479146772598,6.415099129757297,1.51067578125,68.24414303923456,30.7,1095.0,2.222317568
TinyLlama/TinyLlama-1.1B-Chat-v1.0,128,256,1,2.0,ok,128.0,256.0,23.713329999736743,23.713329999736743,5397.807899667445,21.98990900069475,24.664009099069506,29.154871159807954,22.257700878432004,44.92827024057156,5699.427053999898,11.875699714343213,2205.863936,0.002614471321589207,99.10565103053884,6.37335376402179,1.53626171875,68.9597245603536,30.5,1095.0,2.222317568
TinyLlama/TinyLlama-1.1B-Chat-v1.0,128,256,2,0.0,ok,256.0,512.0,25.282467999204528,25.282467999204528,10125.593751688111,23.680977999902098,24.25503329923231,24.87394158048119,23.75164012549195,84.20471131395502,6081.950699999652,22.27728608717001,2211.631104,0.005215307371622124,93.11487932264183,5.988095133288864,0.78871875,66.3562102610698,31.0,1095.0,2.234313728
TinyLlama/TinyLlama-1.1B-Chat-v1.0,128,256,2,1.0,ok,256.0,512.0,25.51679299904208,25.51679299904208,10032.608722013398,23.73840600012045,24.12956079988362,24.785740780353084,23.76653563137641,84.15193661459074,6085.983379000027,22.07271002391029,2211.631104,0.005215307371622124,93.05652023933267,5.984342137577664,0.80076953125,67.32225500504501,31.0,1095.0,2.234313728
TinyLlama/TinyLlama-1.1B-Chat-v1.0,128,256,2,2.0,ok,256.0,512.0,25.785157000427716,25.785157000427716,9928.192409134974,23.76154700141342,24.179043900221586,24.78299768030411,23.78304614509997,84.09351719699963,6090.46192400092,21.84298403141999,2211.631104,0.005215307371622124,92.99191913882164,5.9801877259692375,0.80123046875,67.29330764062163,30.9,1095.0,2.234313728
TinyLlama/TinyLlama-1.1B-Chat-v1.0,128,256,4,0.0,ok,512.0,1024.0,26.13636000023689,26.13636000023689,19589.567942718855,23.53356500134396,24.457076999715355,26.343940080696488,23.66021871765078,169.06014469832255,6059.492133001186,43.09894511729217,2223.16544,0.01037649811612762,93.96216774367747,6.042583134641638,0.396783203125,67.01037664207189,31.7,1095.0,2.257912832
TinyLlama/TinyLlama-1.1B-Chat-v1.0,128,256,4,1.0,ok,512.0,1024.0,25.72755399887683,25.72755399887683,19900.84249837167,23.736265999104944,24.420935899979668,27.91136912004731,23.885476545097738,167.4657816622445,6116.5240729988,43.78377926114455,2223.16544,0.01037649811612762,93.07603454352194,5.985597076753823,0.40290234375,67.40969174712627,31.5,1095.0,2.257912832
TinyLlama/TinyLlama-1.1B-Chat-v1.0,128,256,4,2.0,ok,512.0,1024.0,26.465930000995286,26.465930000995286,19345.62662187747,23.80887400067877,24.332601399873965,24.9953935807207,23.838670666665685,167.79459123084905,6105.326950000745,42.56225060572738,2223.16544,0.01037649811612762,93.25878406083766,5.997349457288595,0.4028388671875,67.52247894483446,31.4,1095.0,2.257912832
TinyLlama/TinyLlama-1.1B-Chat-v1.0,128,256,8,0.0,ok,1024.0,2048.0,28.75376799966034,28.75376799966034,35612.723870210546,23.72345399999176,24.180165399411635,26.418003520084323,23.774997964709673,336.4879362713204,6091.378249000627,78.35143868652668,2246.234112,0.020539864368331662,94.47883509114024,6.075809330619951,0.2046865234375,68.77242392530003,32.2,1095.0,2.303538176
TinyLlama/TinyLlama-1.1B-Chat-v1.0,128,256,8,1.0,ok,1024.0,2048.0,28.553662999911467,28.553662999911467,35862.298998316786,23.794815999281127,24.340078799468756,24.68199751980137,23.823463372551203,335.8033999883241,6103.536823000468,78.90052811924639,2246.234112,0.020539864368331662,94.28663149741925,6.063448970895129,0.20470361328125,68.64198685221214,32.2,1095.0,2.303538176
TinyLlama/TinyLlama-1.1B-Chat-v1.0,128,256,8,2.0,ok,1024.0,2048.0,28.715394999380806,28.715394999380806,35660.31391948746,23.79587099858327,24.158377300227585,25.280962060387544,23.84188605097805,335.5439239536094,6108.396337998784,78.45614140012978,2246.234112,0.020539864368331662,94.21377600736642,6.058763730377262,0.20475830078125,68.60473647055557,32.3,1095.0,2.303538176
TinyLlama/TinyLlama-1.1B-Chat-v1.0,128,256,16,0.0,ok,2048.0,4096.0,39.68859400083602,39.68859400083602,51601.72718531828,23.279062999790767,23.856572300064727,29.172116060726708,23.39729134509267,683.8398412881169,6005.997886999467,113.52879320363648,2292.371456,0.040252938832614715,97.97593329027809,6.300703105484122,0.103327392578125,70.41849712057605,34.6,1095.0,2.40505088
TinyLlama/TinyLlama-1.1B-Chat-v1.0,128,256,16,1.0,ok,2048.0,4096.0,39.57151100075862,39.57151100075862,51754.40482828007,23.42221199978667,23.75673230035318,23.98287054082175,23.406623952941313,683.5671830404834,6008.260619000794,113.86469879246259,2292.371456,0.040252938832614715,97.93686866627073,6.298190911014195,0.10625390625,72.38310204900048,33.8,1136.0,2.40505088
TinyLlama/TinyLlama-1.1B-Chat-v1.0,128,256,16,2.0,ok,2048.0,4096.0,39.53799699957017,39.53799699957017,51798.2739495444,23.29872300106217,23.619730299833464,24.34671135917597,23.297164435294405,686.7788586219767,5980.314927999643,113.96121510437122,2292.371456,0.040252938832614715,98.39701575557993,6.327782363702889,0.106395263671875,72.81947111627129,33.7,1150.0,2.40505088
TinyLlama/TinyLlama-1.1B-Chat-v1.0,128,256,32,0.0,ok,4096.0,8192.0,77.5583069989807,77.5583069989807,52811.87997120452,22.914110999408877,23.344704701230512,24.280293858828376,22.957363403924425,1393.888289215729,5931.685974999709,116.191246436651,2384.646144,0.07739067553663848,103.87282293890763,6.679924304752903,0.0602449951171875,83.13303636374995,35.2,1200.0,2.582008832
TinyLlama/TinyLlama-1.1B-Chat-v1.0,128,256,32,1.0,ok,4096.0,8192.0,78.62509600090561,78.62509600090561,52095.32589890665,23.094150001270464,23.862026301503647,25.560190420656003,23.204155196079085,1379.0633500592683,5995.684671001072,114.61475813809122,2384.646144,0.07739067553663848,102.76806562657988,6.608878818429575,0.060236572265625,82.23500551024442,35.3,1192.0,2.582008832
TinyLlama/TinyLlama-1.1B-Chat-v1.0,128,256,32,2.0,ok,4096.0,8192.0,78.83751500048675,78.83751500048675,51954.960781992064,23.026972001389368,23.531617601111066,25.79584945829994,23.111845062750017,1384.5714140570828,5972.358006001741,114.3059412980275,2384.646144,0.07739067553663848,103.17852761324532,6.635275087668509,0.0610703125,83.69600555418063,35.3,1194.0,2.582008832
TinyLlama/TinyLlama-1.1B-Chat-v1.0,512,32,1,0.0,ok,512.0,32.0,27.02392999708536,27.02392999708536,18946.171043783095,22.094572999776574,22.525455000504735,22.64614950036048,22.118292129063423,45.211447347058076,712.6909859980515,41.68340967940237,2211.991552,0.005377409325657334,100.00733958538527,6.431340166262719,1.5495625,69.17806180580585,35.1,1095.0,2.257912832
TinyLlama/TinyLlama-1.1B-Chat-v1.0,512,32,1,1.0,ok,512.0,32.0,26.86456399896997,26.86456399896997,19058.563541907133,22.03213800021331,22.42569149893825,22.59321130004537,22.05839974187491,45.33420428054145,710.6749559970922,41.930684051272515,2211.991552,0.005377409325657334,100.27887688519992,6.44880237203858,1.55171875,69.490112274064,31.7,1095.0,2.257912832
TinyLlama/TinyLlama-1.1B-Chat-v1.0,512,32,1,2.0,ok,512.0,32.0,26.1150890000863,26.1150890000863,19605.523840960606,22.07538600123371,22.51075300046068,22.83019259957655,22.12019306452637,45.20756202637654,711.8410740004038,43.13404963744438,2211.991552,0.005377409325657334,99.9987452888609,6.430787478383338,1.7645625,78.90729133781166,31.6,1095.0,2.257912832
TinyLlama/TinyLlama-1.1B-Chat-v1.0,512,32,2,0.0,ok,1024.0,64.0,28.984094999032095,28.984094999032095,35329.7213535284,23.84692899795482,24.398406500040437,24.579943199569243,23.901094838713046,83.67817514202582,769.9180349991366,77.72880576423842,2223.886336,0.010697294917863975,93.04537515988305,5.983625412211128,0.779890625,64.50167198157435,32.0,1095.0,2.303538176
TinyLlama/TinyLlama-1.1B-Chat-v1.0,512,32,2,1.0,ok,1024.0,64.0,28.668908002146054,28.668908002146054,35718.13756991884,23.8367419988208,24.311839499205234,24.50541589896602,23.880362967658233,83.75082081912447,768.9601599995513,78.58335902655783,2223.886336,0.010697294917863975,93.1261530242176,5.988820130174766,0.7788125,64.49871631043703,32.7,1095.0,2.303538176
TinyLlama/TinyLlama-1.1B-Chat-v1.0,512,32,2,2.0,ok,1024.0,64.0,29.354554000747157,29.354554000747157,34883.85481768642,23.84527000322123,24.15849349927157,24.57704179760185,23.91495048387667,83.62969437667826,770.718019000924,76.74785623977313,2223.886336,0.010697294917863975,92.99146730407543,5.980158669072375,0.880296875,72.72576265566802,32.7,1095.0,2.303538176
TinyLlama/TinyLlama-1.1B-Chat-v1.0,512,32,4,0.0,ok,2048.0,128.0,40.406298998277634,40.406298998277634,50685.166688671445,24.004442002478754,25.39442049965146,25.73364650233998,24.189660354867584,165.35990755219913,790.2857699991728,111.51227141728731,2247.675904,0.021168147914620294,92.9188699231864,5.97549002721456,0.4802578125,77.38823458860082,33.6,1159.0,2.404826624
TinyLlama/TinyLlama-1.1B-Chat-v1.0,512,32,4,1.0,ok,2048.0,128.0,38.60890099895187,38.60890099895187,53044.76291763907,24.21433899871772,27.681420999215334,30.055777402594686,24.635713096710877,162.36591099666774,802.316006996989,116.70361145442396,2247.675904,0.021168147914620294,91.23648644455469,5.867298163636957,0.51471875,81.7063046413826,31.6,1236.0,2.404826624
TinyLlama/TinyLlama-1.1B-Chat-v1.0,512,32,4,2.0,ok,2048.0,128.0,36.51901899866061,36.51901899866061,56080.36733065347,23.623195000254782,23.954139000124997,24.119140600669198,23.632586612943523,169.2578161465071,769.1292039999098,123.38223491242348,2247.675904,0.021168147914620294,95.10917872904153,6.116345898973732,0.475546875,78.74641971580415,32.0,1271.0,2.404826624
TinyLlama/TinyLlama-1.1B-Chat-v1.0,512,32,8,0.0,ok,4096.0,256.0,70.72409600004903,70.72409600004903,57915.1976717689,23.87163000094006,24.301074001414236,24.516964899521554,23.838301935498865,335.5943733595714,809.7114560005139,127.41903921573989,2295.25504,0.041458692102468886,96.28433460614976,6.191918624189695,0.37561328125,118.07914292190108,33.6,1393.0,2.582008832
TinyLlama/TinyLlama-1.1B-Chat-v1.0,512,32,8,1.0,ok,4096.0,256.0,66.03506800092873,66.03506800092873,62027.64870238936,23.923818000184838,24.241243498181575,24.471323601028416,23.944767193531714,334.1022251475917,808.3228510004119,136.46682943676623,2295.25504,0.041458692102468886,95.85622701815308,6.164387589591838,0.363,114.41273208939118,33.0,1410.0,2.582008832
TinyLlama/TinyLlama-1.1B-Chat-v1.0,512,32,8,2.0,ok,4096.0,256.0,66.03896800152143,66.03896800152143,62023.985594469545,23.870844997873064,24.24732449981093,24.305320500934613,23.917363290233734,334.48503093426984,807.4772299987671,136.458770244871,2295.25504,0.041458692102468886,95.96605663205484,6.1714505872704075,0.3628203125,114.4651062728938,33.6,1410.0,2.582008832
TinyLlama/TinyLlama-1.1B-Chat-v1.0,512,32,16,0.0,ok,8192.0,512.0,120.05950700040557,120.05950700040557,68232.83057436116,23.416428000928136,23.636039499251638,23.912576298607746,23.408053193575583,683.5254460371465,845.7091560012486,150.11883001814357,2390.413312,0.0796165847322724,102.11927033112077,6.5671556483035864,0.23798828125,143.30146577317612,41.0,1408.0,2.95330304
TinyLlama/TinyLlama-1.1B-Chat-v1.0,512,32,16,1.0,ok,8192.0,512.0,119.97694599995157,119.97694599995157,68279.7843512645,23.377794997941237,23.6996995008667,23.827188799259602,23.382790451573637,684.2639262040351,844.8434499987343,150.22213287095403,2390.413312,0.0796165847322724,102.22959988246946,6.574250796300287,0.21369140625,128.80638101713734,41.0,1404.0,2.95330304
TinyLlama/TinyLlama-1.1B-Chat-v1.0,512,32,16,2.0,ok,8192.0,512.0,120.0061880008434,120.0061880008434,68263.14656326245,23.39767900048173,23.740020500554238,24.13424750120612,23.400771258058093,683.7381479249482,845.4300970006443,150.18552812734404,2390.413312,0.0796165847322724,102.15104817012633,6.569199239236419,0.241205078125,145.3069487715283,41.0,1408.0,2.95330304
TinyLlama/TinyLlama-1.1B-Chat-v1.0,512,32,32,0.0,ok,16384.0,1024.0,230.89295699901413,230.89295699901413,70959.28872386504,23.13361599954078,23.40574050140276,24.01566910193651,23.193467741939163,1379.6988167550548,949.8904569991282,156.1173017809543,2580.729856,0.1474904810804033,111.26968527148887,7.1556067698706665,0.160498046875,171.4870533058257,53.1,1404.0,3.695891456
TinyLlama/TinyLlama-1.1B-Chat-v1.0,512,32,32,1.0,ok,16384.0,1024.0,232.49943799964967,232.49943799964967,70468.98754234704,23.156323997682193,23.525807500845985,24.253742198561667,23.22832267741286,1377.6285289474083,952.5774409994483,155.03859173614998,2580.729856,0.1474904810804033,111.10272109787303,7.144869523978973,0.158060546875,168.5118159056355,52.1,1393.0,3.695891456
