model,prompt_len,out_len,batch,rep,status,prompt_tokens_total,output_tokens_total,ttft_ms,prefill_ms,prefill_tok_s,itl_p50_ms,itl_p95_ms,itl_p99_ms,tpot_ms,decode_tok_s,e2e_ms,last_token_logits,prefill_tflops,decode_bytes_per_step_mb,kv_share_of_step_bytes,decode_est_gbps,decode_pct_peak_bw,energy_j_per_out_token,avg_power_w,decode_gpu_util_pct,decode_sm_clock_mhz,peak_mem_gb
Qwen/Qwen2.5-7B-Instruct,512,128,32,1,ok,16384.0,4096.0,1102.2897550010384,1102.2897550010384,14863.605441007265,29.270930001075612,30.231189099686162,31.062993419727718,29.423580866145002,1087.563072135093,4839.084525001454,True,210.2214291924483,16288.197632,0.06489144053136209,553.5763205062959,35.599763376610674,0.276760498046875,233.83804424227293,69.3,1405.0,18.566623232
Qwen/Qwen2.5-7B-Instruct,512,128,32,2,ok,16384.0,4096.0,1101.6238800002611,1101.6238800002611,14872.58972635571,29.271134999362403,30.671805399470024,31.627798879344482,29.432333456684066,1087.2396525098766,4839.530228999138,True,210.34849723887348,16288.197632,0.06489144053136209,553.4116979196211,35.58917671508818,0.276868896484375,233.94162707076762,68.8,1408.0,18.566623232
Qwen/Qwen2.5-7B-Instruct,2048,128,1,0,ok,2048.0,128.0,155.21161399919947,155.21161399919947,13194.888882545625,28.88500200060662,29.448172199408873,30.16930788046011,28.879465370084475,34.62667979428301,3822.903715999928,True,186.59909029718213,15352.343552,0.007888732270078913,531.6006842669295,34.18653918115302,5.0708828125,169.6152836175788,59.8,1409.0,15.702093824
Qwen/Qwen2.5-7B-Instruct,2048,128,1,1,ok,2048.0,128.0,150.72310299910896,150.72310299910896,13587.830659325713,28.886521999083925,29.296192599395,29.774933640655945,28.905055850394657,34.5960237951364,3821.6651959992305,True,192.1559827226966,15352.343552,0.007888732270078913,531.1300428361009,34.15627285119619,5.048296875,168.90121161027952,59.8,1409.0,15.702093824
Qwen/Qwen2.5-7B-Instruct,2048,128,1,2,ok,2048.0,128.0,150.6683339994197,150.6683339994197,13592.769931390414,29.14601199881872,29.835991399522754,30.189525920068263,29.232379952756716,34.208641294897255,3863.1805879995227,True,192.22583277465287,15352.343552,0.007888732270078913,525.1828136063967,33.77381437983259,5.00409375,165.64854677790922,59.3,1408.0,15.702093824
Qwen/Qwen2.5-7B-Instruct,2048,128,4,0,ok,8192.0,512.0,567.1030100002099,567.1030100002099,14445.34741580188,30.164650999722653,30.89169290033169,31.227160819653363,30.221030251975503,132.35816140776757,4405.173852001099,True,204.28278788925687,15715.675136,0.030825408886843486,520.0244665706819,33.44208788235896,1.67444140625,194.41250217961974,63.4,1407.0,16.927502336
Qwen/Qwen2.5-7B-Instruct,2048,128,4,1,ok,8192.0,512.0,568.2764829998632,568.2764829998632,14415.518229358035,29.708189998927992,30.269476899775327,30.594231239301735,29.714371692921482,134.6149951053104,4342.001688000892,True,203.86095038048563,15715.675136,0.030825408886843486,528.8913828773223,34.01230758053519,1.644609375,193.7349149877141,64.2,1406.0,16.927502336
Qwen/Qwen2.5-7B-Instruct,2048,128,4,2,ok,8192.0,512.0,573.7828339988482,573.7828339988482,14277.17860241257,29.681408999749692,30.259787500472157,31.218943420390133,29.775492078750705,134.3386698503835,4355.270328000188,True,201.90458312572062,15715.675136,0.030825408886843486,527.8057233927462,33.94249025033738,1.657044921875,194.5560682394501,63.5,1407.0,16.927502336
Qwen/Qwen2.5-7B-Instruct,2048,128,16,0,ok,32768.0,2048.0,2253.127116999167,2253.127116999167,14543.342784690349,29.95397799895727,30.65611359961622,31.026335359420045,30.004309519684707,533.2567306540748,6063.674425999125,True,205.66861590574842,17169.001472,0.11286436495216112,572.2178495971073,36.79857553679147,0.79902392578125,269.4085830611244,75.4,1404.0,21.84656896
Qwen/Qwen2.5-7B-Instruct,2048,128,16,1,ok,32768.0,2048.0,2258.4466989992507,2258.4466989992507,14509.087159116909,30.28651800013904,31.421587900695158,32.45009002053848,30.43644576377921,525.6855588256874,6123.87531099921,True,205.18418071069198,17169.001472,0.11286436495216112,564.0935083304606,36.276109860479785,0.8037158203125,268.3654061060768,74.2,1406.0,21.84656896
Qwen/Qwen2.5-7B-Instruct,2048,128,16,2,ok,32768.0,2048.0,2261.7103530010354,2261.7103530010354,14488.150508096913,30.1120499989338,30.946790200141546,31.137006459575787,30.17586925196829,530.2249909157584,6094.045748001008,True,204.88809939701235,17169.001472,0.11286436495216112,568.9646030952401,36.58936354310226,0.80972314453125,271.69191667763033,74.6,1410.0,21.84656896
Qwen/Qwen2.5-7B-Instruct,2048,128,32,0,ok,65536.0,4096.0,4540.744769999947,4540.744769999947,14432.874631709541,29.347109000809724,29.973182300636836,31.279156420132495,29.461646905517448,1086.1578818938046,8282.373927000663,True,204.10640063917685,19106.76992,0.20283579653844497,648.5302733168583,41.706126901405675,0.64796142578125,319.9100993473492,89.1,1410.0,28.407246848
Qwen/Qwen2.5-7B-Instruct,2048,128,32,1,ok,65536.0,4096.0,4544.101874998887,4544.101874998887,14422.211869978388,29.517712000597385,30.06451629971707,30.5541709803947,29.528858377954577,1083.6856471190335,8294.266888999118,True,203.95561030992138,19106.76992,0.20283579653844497,647.0541351596776,41.61119840255161,0.653417236328125,322.11414149467277,89.2,1404.0,28.407246848
Qwen/Qwen2.5-7B-Instruct,2048,128,32,2,ok,65536.0,4096.0,4538.476383999296,4538.476383999296,14440.088358959316,29.656910999619868,30.041146899930027,30.34948250031448,29.696310881893545,1077.5749259653346,8309.907865999776,True,204.2084155143639,19106.76992,0.20283579653844497,643.4055056868964,41.37655985124736,0.64856005859375,319.19726392208565,89.1,1403.0,28.407246848
Qwen/Qwen2.5-7B-Instruct,4096,128,1,0,ok,4096.0,128.0,308.9895070006605,308.9895070006605,13256.113580553543,29.535312998632435,29.975611100417154,30.410448499387712,29.527799377949954,33.86639103037104,4059.0200280003046,True,187.46138831419987,15469.784064,0.01542045053848784,523.9057562668265,33.69168850590524,5.7218359375,180.25916185285394,62.6,1407.0,16.106369024
Qwen/Qwen2.5-7B-Instruct,4096,128,1,1,ok,4096.0,128.0,305.6917180001619,305.6917180001619,13399.119959140766,29.294909998498042,30.233260900058667,30.987247460288923,29.36900896063202,34.049497595933865,4035.5558560004283,True,189.48371364393103,15469.784064,0.01542045053848784,526.7383752967839,33.873850501400895,5.712953125,181.03204885225256,61.8,1408.0,16.106369024
Qwen/Qwen2.5-7B-Instruct,4096,128,1,2,ok,4096.0,128.0,306.01636199935456,306.01636199935456,13384.905216305522,29.34465999896929,30.054662700240442,30.50438866095646,29.38417663779002,34.03192174913396,4037.806794998687,True,189.28269579580902,15469.784064,0.01542045053848784,526.4664807420475,33.85636532103199,5.6865390625,180.09479563248854,61.8,1406.0,16.106369024
Qwen/Qwen2.5-7B-Instruct,4096,128,4,0,ok,16384.0,512.0,1157.4132760015345,1157.4132760015345,14155.704223992569,30.20046800156706,30.763973799548694,31.3828621803259,30.247690755896034,132.2415000960131,4998.870002000331,True,200.18295334219826,16185.437184,0.05895448786167312,535.0966232304875,34.411358407105304,2.1764609375,222.58188611335973,65.3,1407.0,18.566623232
Qwen/Qwen2.5-7B-Instruct,4096,128,4,1,ok,16384.0,512.0,1158.4935600003519,1158.4935600003519,14142.504167217834,30.163626999637927,30.76153860092745,31.36737840002752,30.230303724410057,132.31755911106248,4997.742133000429,True,199.99628468144928,16185.437184,0.05895448786167312,535.4043853330772,34.43115018219146,2.2061875,225.64958921341938,65.2,1410.0,18.566623232
Qwen/Qwen2.5-7B-Instruct,4096,128,4,2,ok,16384.0,512.0,1157.1493440005725,1157.1493440005725,14158.932971742577,29.441509999742266,30.415202600306657,30.85610291949706,29.63367200786384,134.98158442661193,4920.62568899928,True,200.22861269265982,16185.437184,0.05895448786167312,546.1839889334301,35.12437227867718,2.186916015625,227.17905337070033,66.2,1409.0,18.566623232
Qwen/Qwen2.5-7B-Instruct,4096,128,16,0,ok,65536.0,2048.0,4663.6733550003555,4663.6733550003555,14052.442144073575,30.190536999725737,30.72557540017442,31.410592600404925,30.249986015749485,528.9258643514642,8505.42157900054,True,198.72267218632282,19048.049664,0.20037834357465056,629.687883296301,40.494397639633505,1.3285185546875,319.3477358007281,87.3,1403.0,28.407246848
Qwen/Qwen2.5-7B-Instruct,4096,128,16,1,ok,65536.0,2048.0,4668.815753000672,4668.815753000672,14036.96428968731,30.112778998955037,30.939041300371173,33.12514114084478,30.235893133855043,529.1723955091257,8508.774181000263,True,198.50379204066454,19048.049664,0.20037834357465056,629.9813794047299,40.51327198744244,1.32967236328125,318.6754573794476,87.4,1405.0,28.407246848
Qwen/Qwen2.5-7B-Instruct,4096,128,16,2,ok,65536.0,2048.0,4674.135490999106,4674.135490999106,14020.988507115686,30.104257999482797,31.537004600795626,33.03922160008369,30.306201944882545,527.9447430957852,8523.02313799919,True,198.2778704413901,19048.049664,0.20037834357465056,628.5198553960148,40.41928330520996,1.31885498046875,316.4150561877945,87.3,1404.0,28.407246848
Qwen/Qwen2.5-7B-Instruct,4096,128,32,0,OOM,,,,,,,,,,,,,,,,,,,,,,
Qwen/Qwen2.5-7B-Instruct,8192,128,1,0,ok,8192.0,128.0,634.0464770000835,634.0464770000835,12920.188499050553,29.05257999918831,29.74988270070753,29.894651260983665,29.1571113779441,34.29695030614213,4336.999621998984,True,182.70918319282885,15704.665088,0.030145950986356973,538.6221180977411,34.63807833425988,6.9510546875,204.92857588513382,63.5,1406.0,16.927502336
Qwen/Qwen2.5-7B-Instruct,8192,128,1,1,ok,8192.0,128.0,625.105072000224,625.105072000224,13104.996850828726,29.114732000380172,29.62217089971091,29.849786019694875,29.16948076376935,34.282406604990854,4329.629128998931,True,185.32262671983966,15704.665088,0.030145950986356973,538.3937141420205,34.62338997697881,6.844078125,202.13597471799787,62.8,1407.0,16.927502336
Qwen/Qwen2.5-7B-Instruct,8192,128,1,2,ok,8192.0,128.0,624.3422229999851,624.3422229999851,13121.00911682245,29.18041299926699,30.534050200731137,33.58780846039734,29.375676992121882,34.041768646495704,4355.053200999464,True,185.54906211905958,15704.665088,0.030145950986356973,534.6145755963942,34.380358559253644,6.8239453125,200.36360310264996,64.6,1407.0,16.927502336
Qwen/Qwen2.5-7B-Instruct,8192,128,4,0,ok,32768.0,512.0,2449.5174670009874,2449.5174670009874,13377.328572438708,30.2475600001344,30.93052619951777,31.25995365997369,30.323704858268126,131.9100030387399,6300.627984001039,True,189.17377071951995,17124.96128,0.11058292191361963,564.7384236207757,36.317583512590076,3.3343515625,270.5549335702716,72.1,1409.0,21.84656896
Qwen/Qwen2.5-7B-Instruct,8192,128,4,1,ok,32768.0,512.0,2446.5636660006567,2446.5636660006567,13393.479374916542,30.025902000488713,30.8093251007449,31.66152940080792,30.140409645663187,132.71219757875946,6274.3956909998815,True,189.40216521460417,17124.96128,0.11058292191361963,568.1728112299913,36.53844445208948,3.314595703125,270.06028243374294,71.5,1408.0,21.84656896
Qwen/Qwen2.5-7B-Instruct,8192,128,4,2,ok,32768.0,512.0,2450.8927590013627,2450.8927590013627,13369.822028994693,30.12382599990815,30.79588680084271,31.247118498904452,30.168582622042496,132.58826409290515,6282.30275200076,True,189.06761790128834,17124.96128,0.11058292191361963,567.6422221933539,36.50432297063369,3.36862890625,274.11928481124164,71.7,1407.0,21.84656896
Qwen/Qwen2.5-7B-Instruct,8192,128,16,0,OOM,,,,,,,,,,,,,,,,,,,,,,
Qwen/Qwen2.5-7B-Instruct,8192,128,32,0,OOM,,,,,,,,,,,,,,,,,,,,,,
